Fecha	Magnitud Ml	Longitud	Latitud	Municipio	Profundidad Km	Estado
17/01/2018	1,4	-76,956	6,719	VIGIA DEL FUERTE	6,8	Preliminar
17/01/2018	1,2	-75,963	6,945	PEQUE	10,9	Preliminar
18/01/2018	1	-76,17	7,453	MUTATA	0	Preliminar
18/01/2018	1,6	-76,704	6,793	MURINDO	3,4	Preliminar
18/01/2018	1,5	-76,187	6,894	URAMITA	0	Preliminar
19/01/2018	1,3	-76,017	6,1	BETULIA	23,5	Preliminar
20/01/2018	1,2	-74,751	7,29	SEGOVIA	16,8	Preliminar
20/01/2018	1,7	-76,321	6,84	URAMITA	,1	Preliminar
20/01/2018	2,7	-75,706	7,413	ITUANGO	32,1	Preliminar
20/01/2018	1,2	-74,883	5,866	SAN LUIS	4	Preliminar
20/01/2018	2,2	-75,13	7,355	ANORI	16	Preliminar
21/01/2018	2,1	-76,703	6,852	MURINDO	13,8	Preliminar
21/01/2018	2,1	-74,639	7,478	EL BAGRE	2,8	Preliminar
21/01/2018	2,2	-76,74	6,886	MURINDO	0	Preliminar
22/01/2018	1,8	-76,716	6,76	MURINDO	22,7	Preliminar
22/01/2018	1,8	-73,946	7,054	YONDO	78,8	Preliminar
23/01/2018	2,2	-76,085	6,588	ABRIAQUI	49,7	Preliminar
23/01/2018	1,6	-75,026	8,038	CAUCASIA	10,6	Preliminar
23/01/2018	1,4	-76,328	6,994	DABEIBA	1,1	Preliminar
24/01/2018	1,5	-76,289	7,154	DABEIBA	0	Preliminar
24/01/2018	1,5	-76,341	6,895	DABEIBA	4,2	Preliminar
24/01/2018	1,1	-74,841	5,878	PUERTO TRIUNFO	0	Preliminar
25/01/2018	1,4	-75,555	6,923	SAN ANDRES	20	Preliminar
25/01/2018	2,6	-74,958	7,591	ZARAGOZA	8	Preliminar
25/01/2018	1,2	-76,514	6,92	MURINDO	,5	Preliminar
25/01/2018	1,8	-76,419	7,122	MUTATA	0	Preliminar
25/01/2018	1,9	-74,665	7,921	NECHI	40	Preliminar
25/01/2018	1,6	-76,502	7,297	MUTATA	43,6	Preliminar
26/01/2018	2,7	-76,253	7,19	DABEIBA	0	Preliminar
26/01/2018	1,8	-76,297	7,09	DABEIBA	11,9	Preliminar
27/01/2018	1,6	-76,281	7,27	MUTATA	0	Preliminar
27/01/2018	1,3	-76,204	7,111	DABEIBA	0	Preliminar
27/01/2018	1	-76,313	6,83	URAMITA	8	Preliminar
27/01/2018	1,5	-76,24	6,865	URAMITA	0	Preliminar
27/01/2018	1,7	-76,723	6,892	MURINDO	,3	Preliminar
28/01/2018	1,5	-76,339	7,518	MUTATA	0	Preliminar
28/01/2018	2,6	-74,233	7,144	YONDO	4	Preliminar
29/01/2018	1,6	-76,735	6,756	VIGIA DEL FUERTE	14,4	Preliminar
29/01/2018	1,7	-76,729	6,87	MURINDO	0	Preliminar
29/01/2018	2,6	-76,303	6,815	URAMITA	,4	Preliminar
29/01/2018	1,1	-76,362	6,836	DABEIBA	4	Preliminar
29/01/2018	1,1	-76,342	6,953	DABEIBA	14,2	Preliminar
29/01/2018	1,3	-76,337	6,958	DABEIBA	7,5	Preliminar
29/01/2018	2,1	-76,859	7,153	MURINDO	19,7	Preliminar
29/01/2018	1,4	-76,099	5,774	CIUDAD BOLIVAR	43,3	Preliminar
29/01/2018	1,5	-76,406	6,848	DABEIBA	14,6	Preliminar
29/01/2018	2	-76,731	6,761	MURINDO	17,5	Preliminar
29/01/2018	1,6	-76,305	6,829	URAMITA	0	Preliminar
29/01/2018	1,9	-76,655	7,248	MUTATA	0	Preliminar
30/01/2018	1,1	-76,084	5,757	BETANIA	61,3	Preliminar
30/01/2018	1,2	-76,754	6,404	VIGIA DEL FUERTE	4,6	Preliminar
30/01/2018	1,3	-74,833	6,449	CARACOLI	19,4	Preliminar
30/01/2018	1,4	-74,657	6,411	CARACOLI	55,4	Preliminar
31/01/2018	1,6	-76,273	6,836	URAMITA	0	Preliminar
31/01/2018	2,5	-74,995	7,664	EL BAGRE	3,2	Preliminar
31/01/2018	1,1	-74,834	5,796	PUERTO TRIUNFO	4,6	Preliminar
01/02/2018	2	-76,284	6,845	URAMITA	0	Preliminar
01/02/2018	1,4	-76,292	6,823	URAMITA	0	Preliminar
01/02/2018	1,8	-76,33	6,957	DABEIBA	5,2	Preliminar
02/02/2018	1,5	-76,334	6,843	URAMITA	0	Preliminar
02/02/2018	2	-75,124	8,091	CAUCASIA	15,4	Preliminar
02/02/2018	1,3	-74,827	5,852	PUERTO TRIUNFO	4	Preliminar
02/02/2018	2,6	-75,033	7,464	ZARAGOZA	4	Preliminar
03/02/2018	2,5	-76,742	6,763	MURINDO	11,8	Preliminar
03/02/2018	1,4	-76,392	6,855	DABEIBA	14,8	Preliminar
03/02/2018	2,4	-76,344	6,84	DABEIBA	0	Preliminar
03/02/2018	1,5	-76,135	7,054	DABEIBA	0	Preliminar
03/02/2018	1,5	-75,942	5,748	BETANIA	61,2	Preliminar
04/02/2018	1,9	-76,235	6,944	DABEIBA	2,9	Preliminar
04/02/2018	1,6	-76,206	6,934	URAMITA	0	Preliminar
04/02/2018	1,6	-76,213	7,111	DABEIBA	6,8	Preliminar
04/02/2018	1,2	-76,196	7,064	DABEIBA	10,4	Preliminar
04/02/2018	1,7	-76,689	6,819	MURINDO	18,6	Preliminar
04/02/2018	1,6	-76,693	6,711	VIGIA DEL FUERTE	23,5	Preliminar
05/02/2018	1,4	-75,838	6,496	SANTA FE ANTIOQUIA	14,6	Preliminar
06/02/2018	2,1	-75,258	7,914	CAUCASIA	19	Preliminar
06/02/2018	1,3	-76,688	7,139	MURINDO	28	Preliminar
06/02/2018	2	-76,138	7,06	DABEIBA	0	Preliminar
06/02/2018	1,4	-74,861	5,896	SAN LUIS	4	Preliminar
07/02/2018	1,3	-76,518	7,322	MUTATA	0	Preliminar
07/02/2018	2	-77,044	7,099	MURINDO	16	Preliminar
07/02/2018	1,3	-76,677	6,864	MURINDO	10,6	Preliminar
08/02/2018	1,4	-76,308	6,959	DABEIBA	0	Preliminar
08/02/2018	1,5	-76,268	6,825	URAMITA	16,8	Preliminar
08/02/2018	1,9	-76,208	6,815	FRONTINO	2	Preliminar
08/02/2018	1,5	-76,32	6,985	DABEIBA	0	Preliminar
08/02/2018	1,2	-76,313	6,961	DABEIBA	0	Preliminar
08/02/2018	2,2	-75,98	5,733	BETANIA	61,9	Preliminar
08/02/2018	2,1	-76,853	6,761	VIGIA DEL FUERTE	27,5	Preliminar
08/02/2018	1	-76,288	6,939	DABEIBA	0	Preliminar
08/02/2018	1,5	-73,766	6,782	YONDO	40	Preliminar
08/02/2018	2,1	-76,163	6,924	URAMITA	0	Preliminar
09/02/2018	2,9	-76,597	7,36	MUTATA	0	Preliminar
09/02/2018	1,4	-74,566	6,378	PUERTO NARE	27,9	Preliminar
09/02/2018	2,2	-76,605	7,33	MUTATA	9	Preliminar
10/02/2018	1,9	-76,559	7,373	MUTATA	0	Preliminar
10/02/2018	1,8	-76,575	7,363	MUTATA	1,5	Preliminar
10/02/2018	1,6	-75,761	6,511	SOPETRAN	0	Preliminar
10/02/2018	1,8	-76,707	6,868	MURINDO	0	Preliminar
10/02/2018	1,3	-75,928	6,481	CAICEDO	44	Preliminar
11/02/2018	,8	-76,012	5,664	BETANIA	49,2	Preliminar
11/02/2018	1,2	-76,316	6,898	DABEIBA	0	Preliminar
12/02/2018	1,1	-75,542	6,641	ENTRERRIOS	4	Preliminar
12/02/2018	1,1	-75,657	6,012	AMAGA	18	Preliminar
13/02/2018	1,9	-76,36	7,364	MUTATA	12,1	Preliminar
13/02/2018	1,9	-76,361	7,351	MUTATA	11,6	Preliminar
13/02/2018	1,6	-76,356	7,348	MUTATA	0	Preliminar
13/02/2018	1,1	-75,764	6,724	LIBORINA	28,8	Preliminar
13/02/2018	1,3	-76,376	7,337	MUTATA	0	Preliminar
13/02/2018	1,8	-76,397	7,341	MUTATA	17,1	Preliminar
14/02/2018	1,4	-76,616	6,788	MURINDO	,7	Preliminar
15/02/2018	1	-75,812	6,49	SANTA FE ANTIOQUIA	4,1	Preliminar
15/02/2018	2,1	-76,654	6,814	MURINDO	0	Preliminar
16/02/2018	1,1	-74,695	6,478	CARACOLI	4,1	Preliminar
16/02/2018	,9	-75,912	5,844	HISPANIA	51,9	Preliminar
17/02/2018	1,7	-76,764	6,509	VIGIA DEL FUERTE	5,4	Preliminar
17/02/2018	1,9	-74,771	8,067	NECHI	16,1	Preliminar
18/02/2018	,8	-75,504	7,104	BRICENO	0	Preliminar
18/02/2018	1,7	-75,704	7,489	TARAZA	0	Preliminar
19/02/2018	1,4	-76,242	7,094	DABEIBA	3,6	Preliminar
19/02/2018	1,7	-76,06	5,741	BETANIA	60	Preliminar
19/02/2018	2,2	-76,114	6,349	URRAO	1,1	Preliminar
20/02/2018	1,2	-76,546	6,743	MURINDO	0	Preliminar
20/02/2018	2,1	-76,078	6,216	URRAO	19,3	Preliminar
20/02/2018	1	-76,231	7,429	MUTATA	0	Preliminar
20/02/2018	,8	-75,111	5,923	SAN FRANCISCO	4	Preliminar
20/02/2018	1,3	-76,625	6,893	MURINDO	1,5	Preliminar
20/02/2018	2	-76,767	7,896	APARTADO	39,8	Preliminar
21/02/2018	1,4	-75,44	7,567	TARAZA	0	Preliminar
21/02/2018	1,1	-76,294	7,262	MUTATA	0	Preliminar
21/02/2018	1,8	-74,742	7,855	NECHI	5	Preliminar
22/02/2018	1,3	-76,361	7,113	DABEIBA	0	Preliminar
22/02/2018	1,5	-76,901	7,085	MURINDO	18,5	Preliminar
